Order_ID,Product_Name,Category,Timestamp,Location,Quantity,Price,Weather,Is_Promo
124,Chicken Burger,Fast Food,2024-01-04 17:47:50.939244937,Hyderabad,3,86,Clear,False
125,Chicken Burger,Fast Food,2024-01-04 18:31:39.158263188,Chennai,1,353,Clear,False
126,Veg Burger,Fast Food,2024-01-04 19:15:27.377281440,Bangalore,2,118,Clear,False
127,Chicken Burger,Fast Food,2024-01-04 19:59:15.596299691,Bangalore,1,224,Clear,False
128,Veg Burger,Fast Food,2024-01-04 20:43:03.815317943,Chennai,2,225,Rain,False
129,Chicken Burger,Fast Food,2024-01-04 21:26:52.034336194,Bangalore,2,180,Clear,False
130,Pepperoni Pizza,Fast Food,2024-01-04 22:10:40.253354446,Delhi,4,261,Clear,True
131,Pizza Margherita,Fast Food,2024-01-04 22:54:28.472372697,Chennai,4,162,Clear,True
132,Veg Burger,Fast Food,2024-01-04 23:38:16.691390949,Bangalore,4,322,Rain,False
133,Idli,Breakfast,2024-01-05 00:22:04.910409200,Hyderabad,5,83,Rain,False
134,Ice Cream,Dessert,2024-01-05 01:05:53.129427452,Hyderabad,1,273,Clear,False
135,Chocolate Cake,Dessert,2024-01-05 01:49:41.348445703,Mumbai,2,167,Clear,True
136,Chicken Biryani,Main Course,2024-01-05 02:33:29.567463955,Delhi,3,80,Clear,False
137,Ice Cream,Dessert,2024-01-05 03:17:17.786482206,Delhi,5,338,Rain,False
138,Veg Burger,Fast Food,2024-01-05 04:01:06.005500458,Mumbai,2,251,Clear,False
139,Chicken Biryani,Main Course,2024-01-05 04:44:54.224518709,Hyderabad,4,180,Rain,False
140,Ice Cream,Dessert,2024-01-05 05:28:42.443536961,Bangalore,3,384,Clear,False
141,Ice Cream,Dessert,2024-01-05 06:12:30.662555212,Chennai,1,216,Clear,False
142,Chicken Burger,Fast Food,2024-01-05 06:56:18.881573464,Chennai,3,118,Clear,True
143,Idli,Breakfast,2024-01-05 07:40:07.100591716,Hyderabad,2,370,Clear,False
144,Idli,Breakfast,2024-01-05 08:23:55.319609967,Bangalore,2,211,Clear,False
145,Lassi,Beverage,2024-01-05 09:07:43.538628219,Chennai,3,183,Clear,False
146,Idli,Breakfast,2024-01-05 09:51:31.757646470,Bangalore,3,232,Clear,False
147,Idli,Breakfast,2024-01-05 10:35:19.976664722,Hyderabad,5,118,Rain,False
148,Masala Dosa,Breakfast,2024-01-05 11:19:08.195682973,Hyderabad,3,190,Clear,False
149,Paneer Butter Masala,Main Course,2024-01-05 12:02:56.414701225,Chennai,2,176,Clear,False
150,Chicken Biryani,Main Course,2024-01-05 12:46:44.633719476,Delhi,2,89,Clear,False
151,Chicken Biryani,Main Course,2024-01-05 13:30:32.852737728,Delhi,1,295,Clear,False
152,Veg Biryani,Main Course,2024-01-05 14:14:21.071755979,Mumbai,2,209,Rain,False
153,Paneer Butter Masala,Main Course,2024-01-05 14:58:09.290774231,Bangalore,3,148,Clear,False
154,Pasta Alfredo,Main Course,2024-01-05 15:41:57.509792482,Mumbai,4,220,Rain,False
155,Cold Coffee,Beverage,2024-01-05 16:25:45.728810734,Mumbai,2,316,Clear,True
156,Paneer Butter Masala,Main Course,2024-01-05 17:09:33.947828985,Hyderabad,1,130,Clear,False
157,Veg Burger,Fast Food,2024-01-05 17:53:22.166847237,Mumbai,2,323,Clear,True
158,Pizza Margherita,Fast Food,2024-01-05 18:37:10.385865488,Delhi,1,80,Clear,False
159,Pepperoni Pizza,Fast Food,2024-01-05 19:20:58.604883740,Bangalore,1,216,Clear,False
160,Pepperoni Pizza,Fast Food,2024-01-05 20:04:46.823901991,Bangalore,3,323,Clear,False
161,Chicken Burger,Fast Food,2024-01-05 20:48:35.042920243,Hyderabad,4,81,Clear,True
162,Pizza Margherita,Fast Food,2024-01-05 21:32:23.261938494,Chennai,1,259,Clear,False
163,Veg Burger,Fast Food,2024-01-05 22:16:11.480956746,Chennai,3,229,Clear,False
164,Pizza Margherita,Fast Food,2024-01-05 22:59:59.699974997,Delhi,1,256,Clear,False
165,Chicken Burger,Fast Food,2024-01-05 23:43:47.918993249,Hyderabad,1,336,Clear,False
166,Cold Coffee,Beverage,2024-01-06 00:27:36.138011500,Delhi,5,337,Clear,True
167,Chocolate Cake,Dessert,2024-01-06 01:11:24.357029752,Hyderabad,4,189,Clear,True
168,Veg Biryani,Main Course,2024-01-06 01:55:12.576048004,Mumbai,3,192,Clear,False
169,Chicken Biryani,Main Course,2024-01-06 02:39:00.795066255,Bangalore,2,134,Clear,False
170,Masala Dosa,Breakfast,2024-01-06 03:22:49.014084507,Mumbai,4,204,Clear,True
171,Veg Biryani,Main Course,2024-01-06 04:06:37.233102758,Hyderabad,5,87,Rain,False
172,Chocolate Cake,Dessert,2024-01-06 04:50:25.452121010,Chennai,4,278,Clear,True
173,Lassi,Beverage,2024-01-06 05:34:13.671139261,Hyderabad,6,343,Rain,False
174,Idli,Breakfast,2024-01-06 06:18:01.890157513,Bangalore,2,261,Clear,False
175,Masala Dosa,Breakfast,2024-01-06 07:01:50.109175764,Delhi,5,204,Clear,True
176,Lassi,Beverage,2024-01-06 07:45:38.328194016,Delhi,2,267,Clear,False
177,Masala Dosa,Breakfast,2024-01-06 08:29:26.547212267,Delhi,3,274,Clear,False
178,Masala Dosa,Breakfast,2024-01-06 09:13:14.766230519,Bangalore,3,305,Clear,False
179,Idli,Breakfast,2024-01-06 09:57:02.985248770,Chennai,2,281,Clear,False
180,Masala Dosa,Breakfast,2024-01-06 10:40:51.204267022,Chennai,2,93,Clear,False
181,Masala Dosa,Breakfast,2024-01-06 11:24:39.423285273,Bangalore,3,357,Clear,False
182,Pasta Alfredo,Main Course,2024-01-06 12:08:27.642303525,Delhi,3,294,Clear,False
183,Pasta Alfredo,Main Course,2024-01-06 12:52:15.861321776,Bangalore,2,113,Clear,False
184,Paneer Butter Masala,Main Course,2024-01-06 13:36:04.080340028,Bangalore,2,106,Clear,False
185,Paneer Butter Masala,Main Course,2024-01-06 14:19:52.299358279,Bangalore,2,388,Clear,False
186,Veg Biryani,Main Course,2024-01-06 15:03:40.518376531,Hyderabad,3,201,Clear,False
187,Chicken Biryani,Main Course,2024-01-06 15:47:28.737394782,Hyderabad,3,315,Clear,True
188,Chicken Burger,Fast Food,2024-01-06 16:31:16.956413034,Hyderabad,4,243,Clear,False
189,Pepperoni Pizza,Fast Food,2024-01-06 17:15:05.175431285,Delhi,3,134,Clear,False
190,Chicken Burger,Fast Food,2024-01-06 17:58:53.394449537,Mumbai,5,279,Rain,True
191,Pizza Margherita,Fast Food,2024-01-06 18:42:41.613467789,Chennai,4,238,Clear,True
192,Pepperoni Pizza,Fast Food,2024-01-06 19:26:29.832486040,Chennai,2,296,Clear,False
193,Pepperoni Pizza,Fast Food,2024-01-06 20:10:18.051504292,Bangalore,5,308,Rain,False
194,Pizza Margherita,Fast Food,2024-01-06 20:54:06.270522543,Chennai,2,123,Clear,False
195,Chicken Biryani,Main Course,2024-01-06 21:37:54.489540795,Delhi,6,382,Rain,False
196,Veg Burger,Fast Food,2024-01-06 22:21:42.708559046,Mumbai,2,277,Clear,False
197,Cold Coffee,Beverage,2024-01-06 23:05:30.927577298,Chennai,5,105,Rain,False
198,Veg Burger,Fast Food,2024-01-06 23:49:19.146595549,Delhi,4,140,Clear,True
199,Veg Burger,Fast Food,2024-01-07 00:33:07.365613801,Bangalore,3,255,Rain,False
200,Ice Cream,Dessert,2024-01-07 01:16:55.584632052,Mumbai,5,182,Rain,False
201,Lassi,Beverage,2024-01-07 02:00:43.803650304,Bangalore,2,177,Clear,False
202,Veg Burger,Fast Food,2024-01-07 02:44:32.022668555,Delhi,4,118,Clear,False
203,Pepperoni Pizza,Fast Food,2024-01-07 03:28:20.241686807,Mumbai,2,289,Clear,False
204,Ice Cream,Dessert,2024-01-07 04:12:08.460705058,Hyderabad,3,390,Clear,False
205,Veg Burger,Fast Food,2024-01-07 04:55:56.679723310,Hyderabad,2,220,Clear,False
206,Veg Burger,Fast Food,2024-01-07 05:39:44.898741561,Delhi,3,108,Clear,False
207,Lassi,Beverage,2024-01-07 06:23:33.117759813,Bangalore,2,351,Clear,False
208,Masala Dosa,Breakfast,2024-01-07 07:07:21.336778064,Bangalore,5,122,Clear,True
209,Masala Dosa,Breakfast,2024-01-07 07:51:09.555796316,Chennai,4,372,Rain,False
210,Masala Dosa,Breakfast,2024-01-07 08:34:57.774814567,Delhi,2,219,Clear,False
211,Masala Dosa,Breakfast,2024-01-07 09:18:45.993832819,Hyderabad,3,374,Clear,False
212,Lassi,Beverage,2024-01-07 10:02:34.212851070,Mumbai,4,197,Clear,True
213,Lassi,Beverage,2024-01-07 10:46:22.431869322,Bangalore,3,322,Clear,False
214,Masala Dosa,Breakfast,2024-01-07 11:30:10.650887574,Delhi,2,320,Clear,False
215,Chicken Biryani,Main Course,2024-01-07 12:13:58.869905825,Bangalore,4,294,Clear,False
216,Veg Biryani,Main Course,2024-01-07 12:57:47.088924077,Hyderabad,4,257,Clear,False
217,Pasta Alfredo,Main Course,2024-01-07 13:41:35.307942328,Chennai,3,348,Clear,False
218,Pasta Alfredo,Main Course,2024-01-07 14:25:23.526960580,Hyderabad,2,177,Clear,False
219,Chicken Biryani,Main Course,2024-01-07 15:09:11.745978831,Chennai,2,274,Clear,False
220,Chicken Biryani,Main Course,2024-01-07 15:52:59.964997083,Mumbai,2,340,Clear,False
221,Pepperoni Pizza,Fast Food,2024-01-07 16:36:48.184015334,Mumbai,5,216,Clear,True
222,Chocolate Cake,Dessert,2024-01-07 17:20:36.403033586,Delhi,3,160,Rain,False
223,Chicken Biryani,Main Course,2024-01-07 18:04:24.622051837,Delhi,4,135,Clear,False
224,Pepperoni Pizza,Fast Food,2024-01-07 18:48:12.841070089,Chennai,3,295,Clear,False
225,Pizza Margherita,Fast Food,2024-01-07 19:32:01.060088340,Bangalore,2,348,Clear,False
226,Pizza Margherita,Fast Food,2024-01-07 20:15:49.279106592,Bangalore,4,267,Clear,False
227,Chicken Burger,Fast Food,2024-01-07 20:59:37.498124843,Bangalore,6,102,Rain,False
228,Chicken Biryani,Main Course,2024-01-07 21:43:25.717143095,Delhi,4,132,Clear,True
229,Veg Burger,Fast Food,2024-01-07 22:27:13.936161346,Mumbai,2,312,Clear,False
230,Chicken Burger,Fast Food,2024-01-07 23:11:02.155179598,Bangalore,3,242,Rain,False
231,Pasta Alfredo,Main Course,2024-01-07 23:54:50.374197849,Delhi,4,338,Clear,True
232,Chocolate Cake,Dessert,2024-01-08 00:38:38.593216101,Mumbai,2,275,Clear,False
233,Cold Coffee,Beverage,2024-01-08 01:22:26.812234352,Bangalore,3,91,Rain,False
234,Chicken Burger,Fast Food,2024-01-08 02:06:15.031252604,Delhi,3,289,Clear,False
235,Lassi,Beverage,2024-01-08 02:50:03.250270855,Delhi,3,306,Clear,False
236,Cold Coffee,Beverage,2024-01-08 03:33:51.469289107,Hyderabad,1,213,Clear,False
237,Paneer Butter Masala,Main Course,2024-01-08 04:17:39.688307359,Mumbai,3,105,Clear,False
238,Chicken Biryani,Main Course,2024-01-08 05:01:27.907325610,Hyderabad,3,118,Clear,False
239,Idli,Breakfast,2024-01-08 05:45:16.126343862,Hyderabad,2,254,Clear,False
240,Masala Dosa,Breakfast,2024-01-08 06:29:04.345362113,Delhi,2,315,Rain,False
241,Idli,Breakfast,2024-01-08 07:12:52.564380365,Chennai,2,226,Clear,False
242,Masala Dosa,Breakfast,2024-01-08 07:56:40.783398616,Chennai,2,94,Clear,False
243,Idli,Breakfast,2024-01-08 08:40:29.002416868,Mumbai,2,350,Clear,False
244,Masala Dosa,Breakfast,2024-01-08 09:24:17.221435119,Bangalore,1,172,Clear,False
245,Idli,Breakfast,2024-01-08 10:08:05.440453371,Mumbai,3,260,Clear,False
246,Idli,Breakfast,2024-01-08 10:51:53.659471622,Mumbai,2,301,Rain,False
247,Masala Dosa,Breakfast,2024-01-08 11:35:41.878489874,Bangalore,2,398,Clear,False
248,Paneer Butter Masala,Main Course,2024-01-08 12:19:30.097508125,Bangalore,4,121,Clear,True
249,Paneer Butter Masala,Main Course,2024-01-08 13:03:18.316526377,Chennai,2,174,Clear,False
250,Pasta Alfredo,Main Course,2024-01-08 13:47:06.535544628,Chennai,3,294,Clear,True
251,Chicken Biryani,Main Course,2024-01-08 14:30:54.754562880,Mumbai,4,239,Rain,False
252,Chicken Biryani,Main Course,2024-01-08 15:14:42.973581131,Chennai,2,81,Clear,False
253,Pasta Alfredo,Main Course,2024-01-08 15:58:31.192599383,Bangalore,3,182,Rain,False
254,Veg Biryani,Main Course,2024-01-08 16:42:19.411617634,Hyderabad,4,157,Clear,True
255,Chocolate Cake,Dessert,2024-01-08 17:26:07.630635886,Chennai,5,202,Rain,False
256,Veg Burger,Fast Food,2024-01-08 18:09:55.849654137,Hyderabad,2,397,Clear,False
257,Chicken Biryani,Main Course,2024-01-08 18:53:44.068672389,Chennai,2,393,Clear,False
258,Pizza Margherita,Fast Food,2024-01-08 19:37:32.287690640,Delhi,3,77,Clear,True
259,Veg Burger,Fast Food,2024-01-08 20:21:20.506708892,Delhi,3,134,Clear,False
260,Veg Burger,Fast Food,2024-01-08 21:05:08.725727144,Bangalore,3,367,Clear,False
261,Veg Burger,Fast Food,2024-01-08 21:48:56.944745395,Bangalore,1,391,Clear,False
262,Chicken Burger,Fast Food,2024-01-08 22:32:45.163763647,Mumbai,1,172,Clear,False
263,Chicken Biryani,Main Course,2024-01-08 23:16:33.382781898,Mumbai,2,292,Clear,False
264,Pizza Margherita,Fast Food,2024-01-09 00:00:21.601800150,Hyderabad,2,99,Clear,False
265,Pasta Alfredo,Main Course,2024-01-09 00:44:09.820818401,Bangalore,2,196,Clear,False
266,Idli,Breakfast,2024-01-09 01:27:58.039836653,Delhi,2,374,Clear,False
267,Lassi,Beverage,2024-01-09 02:11:46.258854904,Chennai,3,316,Clear,False
268,Masala Dosa,Breakfast,2024-01-09 02:55:34.477873156,Bangalore,2,87,Clear,False
269,Lassi,Beverage,2024-01-09 03:39:22.696891407,Delhi,2,81,Clear,False
270,Pasta Alfredo,Main Course,2024-01-09 04:23:10.915909659,Chennai,2,395,Clear,False
271,Idli,Breakfast,2024-01-09 05:06:59.134927910,Chennai,2,310,Clear,False
272,Lassi,Beverage,2024-01-09 05:50:47.353946162,Mumbai,2,242,Clear,False
273,Chicken Burger,Fast Food,2024-01-09 06:34:35.572964413,Bangalore,1,382,Clear,False
274,Masala Dosa,Breakfast,2024-01-09 07:18:23.791982665,Mumbai,2,336,Clear,False
275,Idli,Breakfast,2024-01-09 08:02:12.011000916,Mumbai,3,363,Rain,False
276,Masala Dosa,Breakfast,2024-01-09 08:46:00.230019168,Mumbai,1,199,Clear,False
277,Idli,Breakfast,2024-01-09 09:29:48.449037419,Delhi,3,209,Rain,False
278,Idli,Breakfast,2024-01-09 10:13:36.668055671,Chennai,4,235,Clear,True
279,Idli,Breakfast,2024-01-09 10:57:24.887073922,Hyderabad,3,91,Rain,False
280,Masala Dosa,Breakfast,2024-01-09 11:41:13.106092174,Hyderabad,2,296,Clear,False
281,Veg Biryani,Main Course,2024-01-09 12:25:01.325110425,Bangalore,4,195,Rain,True
282,Chicken Biryani,Main Course,2024-01-09 13:08:49.544128677,Delhi,4,73,Clear,True
283,Veg Biryani,Main Course,2024-01-09 13:52:37.763146928,Bangalore,1,165,Clear,False
284,Chicken Biryani,Main Course,2024-01-09 14:36:25.982165180,Chennai,2,193,Clear,False
285,Chicken Biryani,Main Course,2024-01-09 15:20:14.201183432,Delhi,1,381,Clear,False
286,Pizza Margherita,Fast Food,2024-01-09 16:04:02.420201683,Chennai,2,143,Clear,True
287,Chicken Biryani,Main Course,2024-01-09 16:47:50.639219935,Delhi,1,168,Clear,False
